,text,label
2310,thought lines grocery store good morning los angeles,Positive
2311,visited local apple store weeks surrounding shops sleepy quiet apple busiest place apple closes stores except china two weeks due coronavirus pandemic via,Neutral
2312,president trump announced us stockpiling strategic oil oil sale per valuable asset sold hugely discounted,Extremely Positive
2313,insists shoppers rush stock due,Neutral
2314,least days worth food event cannot leave home restrictions go grocery store spreads even,Positive
2315,since supermarket shopping curious see else running stock tinned food pasta cereal yes ladies gentlemen aisle toilet paper even adult diapers low stock wish taken photo,Extremely Positive
2316,huge surge telehealth people want go er urgent care try limit exposure listen discuss,Extremely Positive
2317,line checkout grocery store register extended aisle back hours check,Neutral
2318,grocery store tonight san,Neutral
2319,braved first time since control measures announced everything normal plenty cheese absolutely toilet,Negative
2320,queenafua breaking stay boost immune system headed local health food store increase stock,Extremely Positive
2321,expensive grocery ever paid covid made spent panic food,Negative
2322,grocery,Neutral
2323,fact appears shortage hard get means gross gaps demand supply planning related correlations global supply chain due,Extremely Negative
2324,younger folks waiting around till government tells stock stocked food tp bring defending,Negative
2325,rest plenty food continue reach grocery stores regular basis continue respond urging everyone please practice normal grocery buying,Positive
2326,eat think cats thinking thing stock cat,Neutral
2327,holy apocalypse spent hours meijer grocery store il toilet paper paper towels,Extremely Negative
2328,ever real need stock going,Negative
2329,wake shopping chaos caused fears one online giant taking stand looking make profit situation,Negative
2330,understand make reluctant come make intrepid shopping easier browse shop online want free local delivery please call us,Extremely Positive
2331,corona go help us save money worry paying ya corona reduced prices many items president president,Positive
2332,people hoarding know coming half workforce sick work going produce pack deliver stock sell food toiletries health medical items happens shelves empty weeks,Extremely Negative
2333,empty shelves grocery store basque,Negative
2334,clever people panic buying leaving supermarket shelves bare make sure stock definitely need,Positive
2335,give toilet bottled water hand,Positive
2336,due growing concerns around creemore springs taking additional steps extra vigilant maintain health well staff retail store remains tours currently updates provided social,Negative
2337,impacts finally seen us retail stores dropping consumer events shutting restaurants seeing less large scale supply chains seeing slow growth,Positive
2338,call demand pass bill testing days paid sick leave months paid family leave unemployment insurance security funds ask,Negative
2339,incredibly huge shoutout full gratitude kitchen fast food grocery store working service industry especially hectic time dealing panic real mvps thank stay safe,Extremely Positive
2340,still thinking elderly folk saw grocery store among sorry,Negative
2342,today picked mushroom grocery store hand realised looked bit shrivelled really want mushroom would want spend money shrivelled mushroom bought anyway,Positive
2343,absolutely single every retail get,Positive
2344,midst coronavirus thousands people swarmed new winco foods store las vegas,Negative
2345,overheard snack aisle going get covid virus pounds gain sitting eating,Extremely Positive
2346,know also working checkout counters stocking shelves supermarkets risk vital health safety,Extremely Positive
2347,coronavirus hurting store traffic help analysts say,Positive
2348,cashapp hmu,Neutral
2349,instead greedy panic buying normal shop self imposed cut normally eat invented,Extremely Negative
2350,days supplies panic buy purchased bit extra food would,Negative
2351,anyone hoarding toilet paper paper products attempting resell craigslist outrageous prices probably worry hitting ass karma around much longer,Extremely Negative
2352,every place public train bus grocery people talking almost need comprehensive public education campaign,Positive
2353,instead hoping charity others get us time demand share everyone needs shelter,Extremely Positive
2354,leading grocery store says move give employees time clean stores stock shelves state deals,Positive
2355,live australia country town adults fighting toilet paper wanted one need understand hoarding toilet paper hand,Positive
2356,masks sanitizers sold exorbitant prices please take action shop natraj medicos,Positive
2357,left supermarket wrong answers,Neutral
2358,went supermarket busiest seen lived much cheese except specialty tinned tp tissues run kitty,Negative
2359,getting public areas disinfected around,Neutral
2360,listen govt advice wash hands avoid large groups minimise unnecessary social contact touch face hoard large stock roll eat bats,Negative
2361,partner going like without good,Negative
2362,son told seeing roll perhaps time remind people laws national emergency price gouging laws state,Positive
2363,people forming line costco degree weather cold standing online shopping,Negative
2364,may become lasting symbol least italy spain might time would make sense stock maybe lot dried,Positive
2365,squares need raise prices cover expenses mini cut product cheap shit paper gas,Extremely Negative
2366,grocery store took away ready made food limited diet work hour night grad tp wifey stop panicking,Extremely Negative
2367,us hv mild infected panic take ur keep ur home car avoid big social eat nutritious drink plenty exercise quit smoking higher,Neutral
2368,decided visit grocery bananas half apples potatoes hand fresh chicken turkey ground beef still plenty boxed snacks,Negative
2369,amazon grocery store scan amazon code phone app walk grab begin putting items scanning walk cashiers even self checkout perfect,Positive
2370,go public events also every retail minimum,Neutral
2371,chase sanitizer soap bar better sanitizers soap water highly efficient way killing virus active outside body hours sanitizers nothing compared soap water wash,Extremely Positive
2372,sign officially mad cat major panic buying long way cat may want consider,Extremely Negative
2373,price gouging illegal charge price day emergency file complaint local police dept,Extremely Negative
2374,waiting good stuff next week may see media frenzy us ready,Positive
2375,prices dropping except premium onlyfans,Neutral
2376,food stock bog roll,Positive
2377,life solely work due mass panic store going asking people work days come stay late come days time shitty retail,Positive
2378,people removed amazon,Negative
2379,germans waiting supermarket open,Neutral
2380,supermarket queue italy due according new rule needs least meter distance customers everyone let market,Neutral
2381,internet prices need make low,Negative
2382,food bank shelves bare struggling meet difficult stock main worrying times even struggling please,Extremely Negative
2383,ahora seguid llorando por el papel comprado porque aãºn seguid creando histeria poniendo fotos de gente en que yo yendo comercios de donde nos hoy,Negative
2384,toilet paper,Neutral
2385,mania month grocery stores empty since everyone else bought entire store finally shop,Positive
2386,like online shopping delivery surging big time midst check found talked ceo zachary,Positive
2387,please take ads hand toilet etc extravagant people trying profit encourage donate items hospitals medical flagging,Extremely Positive
2388,masks sure oh could donate nursing health clinic even grocery store protect,Positive
2389,supermarkets pretty online shopping working despite social distancing needing online looks like panic taken plans address,Positive
2390,labour employers quote refusing wage needs said today world relying supermarket transport cleaners fund advertisers online influencers,Negative
2391,mean reversion business consumer behaviors may inflect permanently due remote house hunting cord explain please rt get,Positive
2392,please donate local food everyone ability stock may rely heavily local,Positive
2393,closing retail stores outside greater march first announced store closures jan shops finally reopened mar,Positive
2394,helpful words several school systems make choice close schools combat community transmission,Positive
2395,nz confirmed cases went supermarket expecting wrestling match loo nz people nz people hoard loo shelves full go,Positive
2396,people dramatically shifted toward online shopping types including food product companies invest online part push omnichannel,Neutral
2397,still need people flocking grocery stores stock food many running products,Negative
2398,might,Positive
2399,two dangerous places hospital grocery,Negative
2400,calgary grocery store said thing feels like christmas know said seems everybody stepped rat race treadmills open expect great,Extremely Positive
2401,panic shop consumers due coronavirus end shopping hand sanitizers toilet consumers recommend also shop life insurance providing financial ammunition needed fight,Positive
2402,think received letter ceo every company customer mailing pet store book boston grocery convenience quilt supply,Negative
2403,go game people well enough attend go retail store giant parking lots amp congregate symptomatic ppl swabs collection merges freaky,Negative
2404,help elderly people people disabilities get shops stock food medical supplies may need fear contracting,Negative
2405,well fuck making sure profit real hoarders,Negative
2406,nonna wants everyone calm toilet camping practical tips case run,Extremely Positive
2407,consider donating local help stock ace work support vulnerable get involved,Positive
2408,additional case restriction rationed online shopping shortage goods may,Positive
2409,panicked hoarded essentials took advantage unreasonably spiked prices hope get coming,Positive
2410,panic buying lille despite number cases east supermarket full god bless french,Negative
2411,clear time rapid screening tests ability wirelessly transmit results whilst socially distancing necessary ever,Extremely Positive
2412,free delivery available poverty us taking risks going afford stock two,Extremely Negative
2413,supermarket make spread faster butt gut line food lmfaooooo,Neutral
2414,reason go even food options still stock one else wants eat,Negative
2415,cases confirmed protect staying home shopping online grassroots chicago,Positive
2416,shelves remain say supermarket chains,Neutral
2417,someone works food retail nhs handle money cards hand cleaning stock supplied us customers clearing us stock blaming us,Negative
2418,family quarantined february colorado today go stock food walmart cannabis legal shop gonna stay rest,Positive
2419,believe crazy going store want test living life would like potus like bernie biden go try get cleaning products impossible bc panic,Negative
2420,causing extreme amount panic people going buying everything get hands need calm step back realize tp clorox wipes expire go overbuy,Extremely Negative
2421,stopped local grocery store pick items certain toilet paper entire metro bought case paper towels costco officially square,Negative
2422,help keep people drop video game,Positive
2423,stocking retail store open safety staff customers comes following guidelines outlined world health organization government canada regarding hope healthy,Extremely Positive
2424,primary elementary middle high school going closed due remember stay safe stock toilet hand masks prevent infecting,Extremely Positive
2425,everyone grocery store looking,Positive
2426,police report increase cases fraudsters cashing coronavirus fears online shopping email phone scams,Extremely Negative
2427,everyone going insane went grocery store people fighting last cat litter hand toilet paper stock,Negative
2428,closing retail stores outside greater china march busy apple milling lots makes meantime break press,Positive
2429,time try even shopping support,Positive
2430,need stock anticipation possible response directive related created specific amazon food items black shredded frozen canned,Positive
2431,chief medical officer questions victorian health advice stock food supplies want encourage mass would sensible,Neutral
2432,going leave one full story,Negative
2433,coronavirus stock prepared quarantine self think get food important everyone need toilet,Neutral
2434,close retail store weeks note stop spreading,Negative
2435,needs toilet grocery store selling portable quite lady store said company makes called something like sounds,Positive
2436,rolls find know want see mugshot online stealing toilet paper fast food restaurants gas stations ppl hoarding tp spare,Negative
2437,crowds wet weather deter socal residents flocked stores like target friday stock run essential items fueled increasing urgency around story shopper braved crowds,Extremely Positive
2438,pharmacies kigali illegally hiking prices face masks hand sanitizer exploiting current,Positive
2439,pharmacies kigali illegally hiking prices face masks exploiting current face plz inspection teams public authority consumer protection check illegal inf,Extremely Negative
2440,find hand matt colvin bottles emptied stores across hoping amazon pulled listings price one likely thousands amazon sellers sitting,Extremely Positive
2441,knew pandemic would mean inbox flooded every single retail vendor ever contact emailing inform know needed info wifi provider store bought bag chips ten years,Neutral
2442,whether elderly able get online ordering shows deliveries available next,Negative
2443,demand infrastructure going increase spread education work online online music concerts bandwidth support,Positive
2444,wiping everything airport kayak best travel prices search engine,Extremely Positive
2445,last week bog roll dickheads get tinned food everyone shopped normally shops would keep stock levels need selfish,Negative
2446,apparently closed around grocery store know abundance items closed didnt enough stuff crazy happening right,Negative
2447,crisis let panic wakeup call personal commit today getting enough habituating eating food serves health well asâ,Negative
2448,obligatory empty shelves picture grocery glad need toilet paper hand stock enjoy,Extremely Positive
2449,gone take doo doo u stock food got ur priorities messed,Negative
2450,fecking bought goddamn grocery store shelves picked going shite next week,Neutral
2451,retail employee works location santa california tested positive apple confirmed,Positive
2452,surviving corona day rush grocery stock food wine day need restock day ate lot need restock food day repeat day,Extremely Positive
2453,corona virus takes people lack available food necessities due panic causing stores run food water smarter,Positive
2454,media driven causing people work sporting food etc lose mention damage stock truly family deleted done,Extremely Negative
2455,ocado online shopping website break fears lead panic,Extremely Negative
2456,look fly af houses online shopping like thanksgiving,Positive
2457,local corner shop topped prices typical basket cost argued price stated survive main willingly paid rounded lost without,Positive
2458,grocery store packed west henrico early shop relative people people shopping like apocalypse something,Extremely Positive
2459,remember ok steal reallocate goods anyone selling things like toilet paper exorbitant prices midst global crisis,Negative
2460,local neighborhood supermarket closed early afternoon ran speculation israel preparing nationwide lockdown stop spread starting,Negative
2461,seeing grocery stores panic buying answers reverse far omni stranded desert island vegan would choose,Extremely Negative
2462,year old man came grocery store wearing trump hat gave told chaos glad see someone acting szn needs,Extremely Positive
2463,dried pasta section grocery store near feel good sunnyâ,Extremely Positive
2464,world woman supermarket laments frozen vegetables half shop fresh vegies choose,Extremely Negative
2465,one may tell stores people seem saying heck avoiding preservatives sugars unhealthy,Positive
2466,last days grocery store,Neutral
2467,apocalypse day playing celine dion grocery think everything,Positive
2468,stirs would anticipate current riots cities across country surrounding availability food great job,Negative
2469,going grocery store seeing beans know yall needing toilet,Negative
2470,aldi evening shelves empty bread panic buying everywhere main sheffield question covid panic buying lead unnecessary food uk food system withstand stress sh,Extremely Negative
2471,italy spain france proactively shutting non essential stores restaurants meanwhile us please come large retail store virus yell us plate stock,Positive
2472,hey fun posting empty grocery store shelves gonna help stop scares people cause people act,Negative
2473,ever studied social psych go grocery store witness people acting really shows true insane social experiment textbook case study one day,Neutral
2474,pandemic spread lol supermarket run toilet,Negative
2475,going grocery store like black friday without,Positive
2476,take pictures empty even go grocery,Negative
2477,everyone still comparing joking airline ticket meanwhile single biggest spike global cases reported,Negative
2478,volunteers prepping food meals students across henry rockdale clayton butts counties needs food donations high demand weekend,Negative
2479,hunkering luckily sacrifice animal welfare grocery purchase dairy eggs online brand list,Positive
2480,nothing buy supermarket,Neutral
2481,companies profit hand sanitizing streaming services news corporations pharmaceuticals wholesale consumer goods video conferencing solutions face masks set price chill remote advertising,Extremely Positive
2482,package arrived lax united kingdom supposedly carrying purified cbp officers found vials white liquid labeled virus,Positive
2483,american public aware bogus home testing kits sale either online informal direct consumer cbp said,Neutral
2484,intensifying placing added stress lives basic needs food shop read,Negative
2485,everyone talking food grocery line warehouse purchase,Negative
2486,quick serious fact leaving people low income food water selfish ass bitches need stalk months causing people panic left people,Extremely Negative
2487,applies everyone starts beyond system break important normalize demand buy time,Positive
2488,closed area texas tripping kids grocery people staying,Positive
2489,men wandering aimlessly guess first time ever go grocery giant,Neutral
2490,canned food probably causing butt load else would tp stock,Neutral
2491,many shelves stores fully stocked earlier wiped clean items disinfectant hand sanitizer toilet,Extremely Positive
2492,whatever currently happening grocery store gas station opposite,Neutral
2493,put epidemic would rather go situation suffer bombed night night children evacuated panic buy food commodities strictly take mass theatrics,Extremely Negative
2494,world sky falling supermarket shelves empty except even global get people buy cottage cheese aka crap,Extremely Negative
2495,shelves local grocery store yesterday government announced day closure non essential,Neutral
2496,folks ordering extra groceries please consider local food banks people food insecurity ability order extra stock need help,Positive
2497,buy food many resources ability stock fellow also responsibility shop dietary restrictions get pls,Positive
2498,mean using profit selling toilet cleaning wet wipes diapers etc need extraordinary inflated prices need face criminal charges,Negative
2499,make sense many infected saw,Negative
2500,wrong canadian couple made reselling lysol wipes amazon inflated prices,Negative
2501,anyone else online shopping right noticed designers suddenly made sales sales free like price,Positive
2502,glad every single business ever entered email handling health safety thank online shopping addiction appreciate,Extremely Positive
2503,inbox full emails regarding every retail store ever somehow gotten email address responsibly responding health telling whether cover,Extremely Negative
2504,figured rush hour traffic everybody grocery store panic buying cleaning toilet bottled,Extremely Negative
2505,concerned less mobile craziness supermarkets empty maybe start help either online shopping taking basic,Negative
2506,ppl waiting grocery store lines hour times like wonder technology like implementing norm,Positive
2507,taste downtown food originally scheduled march laredo postponed light panic surrounding,Negative
2508,dreading trip grocery store,Negative
2509,city las advisory metro curfew starting march april closing exempt public markets las city government declare state calamity anytime,Positive
2510,eating animals paying murder always could never survive vegan survival stock exactly vegan foods life interesting ways prove hypocrisy,Negative
2511,feel stupid worrying whole covid socioeconomic impact coming months likely canceling trip month affecting job even sean said stock canned,Negative
2512,theo panic buying since local stores ran favorite cat thanks quick remember everyone stock,Positive
2513,things local grocery store paper sanitizer soap alcohol cleaning supplies beef give,Positive
2514,rumors misinformation creating chaos jeopardizing read regarding state emergency new york city stop rushing toilet paper canned go everybody,Extremely Negative
2515,stock food toilet paper millennials gen spotify playlist titled,Positive
2516,message retail clothing brands time eliminate hands touchy germ checkout procedures store,Positive
2517,longer proud people stock piling poor elderly high risk food essentials going without cleaning products feed pure well bravo,Extremely Negative
2518,would change dependence grocery delivery services increase online transactions new lessons streaming music shows remote working,Positive
2519,hey people using online shopping due would possible add way donate something like feel like ever foodbanks need,Extremely Positive
2520,gas prices going good oil field families losing jobs subsequently virus effecting folks contracting worldwide spread panic also,Extremely Negative
2521,panic drop yet see decline sales inventory problems china curious see effect sales online shopping moving,Extremely Negative
2522,also remember local food everyone able afford reassurance well stocked stock grab couple items local food,Positive
2523,imagine due consumer unfriendly waiver refunds,Negative
2524,thinking fresh meat stock many places maybe list people contribute favorite pantry,Extremely Positive
2525,oil prices plummeted amid magnitude spread hurting economies heavily reliant energy,Neutral
2526,groceries one wants,Extremely Negative
2527,spread word food shortages panic stepped created restricted markets way,Extremely Negative
2528,stood behind someone buying worth meat grocery,Positive
2529,online unbothered,Negative
2530,another going buy tissue like affects give prioritize buying applies far beyond food shortage coming locusts pandemic panic previous,Negative
2531,hello everyone made sell high quality made nigeria shoes affordable prices give try u thank kano delivery kindly retweet,Extremely Positive
2532,like know panic shopping bought food teenage boy home week spring,Negative
2533,anyone actually know anyone ton hype cousins brother niece whos neighbors best friends wife saw someone grocery store sneezing heard,Extremely Positive
2534,need panic go crazy hoarding food single mothers cannot afford stock baby milk essential pls take care elderly pls think,Extremely Negative
2535,stock food covid,Neutral
2536,select apple stores remain open temporarily customers pending sales repair pickups,Neutral
2537,supermarket buying supplies happen see elderly trouble reaching unloading heavy items cart please take second two offer,Positive
2538,begging please stop panic buy dog promise need bag dog dog go hungry keep stock please think people,Positive
2539,go online shopping hole someone must stop spring spring shoes spring bags spring skin like booking new closet covid effecting,Neutral
2540,since go spend money instead online shopping runs hoes,Neutral
2541,public dangerous older normal need stock food water stay old need go hobby,Negative
2542,retail stores least affected amongst businesses ethical hike product prices cleaning products groceries seen price hike,Extremely Positive
2543,please see statement regarding handling including measuring temperatures everyone entering building closing gym retail store statement found,Positive
2544,normal happy face online window voluntary isolation day bored omg seriously long last,Negative
2545,dog cat care,Positive
2546,hey going crazy home rainy day amid seen weird things grocery dm email,Negative
2547,health take need buy enough toilet paper months low quality food eat everyday virus enough toilet,Extremely Negative
2548,next delivery slot online shopping next sunday days,Positive
2549,would like know outbreak going delay recent order even currently marked available pick april local retail simple mbp,Positive
2550,stream tonight gov ga said stock week worth food case stuck home got bunch moon pies refuse end like woody harleson zombieland see guys sunday,Negative
2551,downside someone young like work home take time rest sneeze drink stay sunny home visit grocery store maybe every two like forced,Positive
2552,stock toilet avoid panic says health canada,Extremely Negative
2553,informal engine economic growth many hit hard deserve take paid sick right thing economically sensible,Positive
2554,understand stressful uncertain time people world respond work keep communities hearing reports please stick trusted news sources gov agencies,Positive
2555,idea help elderly neighbors offer help place grocery food delivery order online need go take knowledge granted might,Negative
2556,ridiculous scenes tesco colney hatch shelves cleared like selfishness people filling trolleys multiple packs leaving none others much getting early avoid crowded,Extremely Negative
2557,reading german ran new word instantly suspected means part scared little animals shove food german,Extremely Positive
2558,three things going happen work work work online shopping,Neutral
2559,done got emails every retailer done online shopping damn get,Negative
2560,working wondering workplace contaminated everybody supermarket preparing,Neutral
2561,understand virus taken lightly people acting like zombie water aisle local grocery stay safe please get,Extremely Positive
2562,pandemic really stressing im scared catch work retail everyone panic shopping making job already stop coming,Extremely Negative
2563,outbreaks across high immunity food set raise,Negative
2564,thursday evening brantford local grocery toilet paper paper likely restocked later,Negative
2565,first trader food rich important disciples buy want cook worse snack panic shopping also got tinge megachurch trending trader media coverage,Negative
2566,media inspired covid pandemic panic turning toilet paper related paper products generally social business next attacking garbage trucks th,Extremely Negative
2567,finding hand sanitizer supermarket,Positive
2568,covid may kill us happens people panic buy food,Extremely Negative
2569,shut retail due friend sent pajama llama charge teddy bear store humans good shopping still,Extremely Positive
2570,stores selling due amazon food fruit snacks,Positive
2571,stores selling due amazon food pepperidge farm goldfish variety pack crackers,Positive
2572,stores selling due amazon food nabisco cookies variety pack,Positive
2573,went supermarket fresh bread managed buy dog wine dazs salted caramel ice cream,Positive
2574,times like find good people donating less fortunate position buying items sell highest,Extremely Positive
2575,emergency supply stores struggle meet demand,Extremely Negative
2576,list points across ne donations greatly appreciated unchartered new wishlist online supermarket shopping sent delivery opening hours,Extremely Positive
2577,everyone bulk buying due coronavirus self isolated need stock people got coronavirus drop supply parcels outside open door,Negative
2578,ran family club say spent stock concerned told actually less concerned getting sick businesses able keep supply,Negative
2579,headed grocery wish luck,Extremely Positive
2580,time share extra support interactions supermarket staff seige strange frontline shops right,Extremely Positive
2581,work today young kid asian decent coughing grown ass man started yelling tried chase store screaming world come,Extremely Negative
2582,costco stopped mine yesterday dog food said keep pissed saw people dog,Extremely Negative
2583,best take heard far driving work someone calls whatever radio show says morning grocery store lady yelling hand meanwhile still plenty,Extremely Positive
2584,stock snack mostly made large confirmed case shows shut,Negative
2585,crazy still dont get toilet roll thing though rather stock know,Negative
2586,even deadly yall stock piling aids leaving mfs doa since bet condoms shelves full,Extremely Negative
2587,happy sanitizing shipping facility storefront multiple times want strongly encourage take shopping experience us online err side safety time,Extremely Positive
2588,interesting scene grocery store last two fear makes monkeys us inventory deal well demand supply shocks,Negative
2589,stock food eventually starve therefore need shit receed need stock toilet paper simple solutions,Extremely Negative
2590,banned public gatherings certain number retail stores public worry people gathered one grocery store business,Positive
2591,stages proactive get extra demand schools close line work clean social wash hands shitting head get alllll toilet paper,Negative
2592,sure tweet going result verbal really think mad emptying grocery stores across country uncalled creating atmosphere hysteria really helping,Extremely Negative
2593,grocery store thought nobody baked anymore,Negative
2594,maybe people grocery store older women standing empty toilet paper aisle chatting many stores already,Negative
2595,evening realised german shepard wind toxic consumer advice bought man holding,Neutral
2596,people food groceries delivered tipping feel entitled demand face bring box go fuck,Positive
2597,currently continue see escalation active covid seeing disruption global consumer corporate supply labour productivity due illness,Extremely Negative
2598,stock market businesses crashing spread shopping malls running food supplies cos people stocking businesses exploiting crisis irony life,Extremely Negative
2599,response corona canceled events shopping risen since unparalleled response coronavirus emergency plan bring people us bring us,Negative
2600,shelf usually shop bread local grocery,Neutral
2601,may day,Neutral
2602,stock water supplements like vitamins c protect deadly even ny overflowing canadian bc vancouver victoria ubc bts exo fx kpop sfu fortnite bcit uvic richmond,Extremely Positive
2603,stock months worth food water protect coronavirus tether tezos feminist christian catholic librarian stewardess lesbian transgener gay cook chef baker waitress clerk janitor,Positive
2604,first cases since going supermarket people seem buy much stuff prices rising changed price tags right front reason almost toilet paper,Negative
2605,campaign launched fighting demand north texas food bank increased due school longer spring loss etcâ please donate little ur donations,Negative
2606,omo na wa even supermarket sef make find prevention cure awa world united kingdom,Negative
2607,braved grocery store washed hands times coffee hand sitting pets glimpse live awful relief tweet,Extremely Positive
2608,shoutout grocery store workers enduring mass healthcare workers front maybe parents general public appreciate value educators weeks school,Positive
2609,went like seen anything like entire,Extremely Positive
2610,broken many health keeping one touching rubbing wiping mouth folks trying stock etc sad,Extremely Positive
2611,sucks ppl tell ppl stock things people without income stock also lots please think food banks suffer think,Extremely Negative
2612,zimbabweans even able stock food case self enough money enough god save need help comes made heaven let us entreat lord,Extremely Positive
2613,stock food,Neutral
2614,friend works retail said enough get two containers disinfecting stopped get gas upon returning paying discovered wipes gone phone still,Positive
2615,went dollar super shoppers toilet lysol paper pasta canned went asian store able stock items,Positive
2616,talked someone getting ready launch emergency essentials kit market got source couple thousand going donate proceeds food banks people afford subsist,Neutral
2617,let tell bother go buy million rolls stock freezer shut vacation hell go full lampoons vacation spring break home ass,Extremely Negative
2618,usually go grocery store saturday morning around today arrived picked lots cookies survive,Positive
2619,anxiety panic follow physical hot cooked practice asanas,Extremely Negative
2620,first clean supermarket run peoples open close police helpless store clerk trying restock,Negative
2621,mf government officials saying stock food got bath body works hand ice half bag pizza corner kool spaghetti noodles bruh,Positive
2622,walk grocery store,Positive
2623,pretty messed buy regular food groceries pregnant wife month old child everyone decided stock,Negative
2624,get little hazy forgetful stress regarding forget stock buy extra get extra prescription extra toys indoor yard,Extremely Negative
2625,government invokes disaster management act regulate prices ensure availability vital protective via,Negative
2626,think trying avoid getting going grocery store everyone good idea,Negative
2627,since pandemic started thanks evil play stream library games sitting steam pc platforms consoles due remember wash hands stock food,Neutral
2628,right supermarket time cash,Neutral
2629,understand toilet paper rather stock hand soap perishable,Positive
2630,stop corona spreading prohibiting online,Negative
2631,call representatives today demand pass contains free testing days paid sick leave months paid family leave expanded unemployment insurance food security medicaid funds lives,Negative
2632,local store enough food except tp kind inside joke whole world except,Positive
2633,like europe many start protecting store either securing basic food needs long days ahead,Positive
2634,work large retail hours slashed store work getting enough get paid time even even,Negative
2635,went grocery store montreal apparently selling,Neutral
2636,hey price illegal besides california see ad report increasing prices federal emergency gets arrested fine knock,Extremely Negative
2637,father results positive said stay home quarantine next thing goes fucking wonder never,Positive
2638,avoiding online shopping portals china thanks via,Positive
2639,businesses existing logistics delivery operations either exploit oppertunity support approach business,Positive
2640,people wiping grocery stores elderly family elderly cant quickly run friends store runs dont want vulnerable people exposed,Positive
2641,maybe finally convince us addition shopping also online simultaneously save planet sudden massive reduction pollution prove need,Extremely Positive
2642,highly scientific written way would done massive food buy result poll options simply comments left open,Extremely Negative
2643,get warned stock weeks although run every awhile food week intend,Negative
2644,wrong every store aisles empty including pet people stock milk fail even halal stores run meat people chill need,Extremely Negative
2645,supermarket looking even reached peak,Extremely Negative
2646,need stock toilet ridiculous every grocery store wiped toilet chill,Extremely Negative
2647,one stock food supplies enough room,Neutral
2648,eleventy billion emails various suppliers handling grocery store saying immediate job,Neutral
2649,dad faced times local grocery shelves pushed moved empty looks like,Positive
2650,remember families ability stock missing school breakfast lunch something easily replaced donating food ayfs hopes get people need,Extremely Positive
2651,wrong said food shortage people stock piling food products like calm stop selfish,Extremely Negative
2652,thank concerned folks going go panic people rely public transport friends protect fm get libraries computer acc,Positive
2653,supermarket without panic another saturday,Positive
2654,us avoiding people long oughta sort status comes online grocery,Negative
2655,kind thing going south large stores losing much business day day online delivery cheaper prices people wanna go sh,Negative
2656,shoutout grocery store employees work enduring sure whole lot appreciate kind patient,Extremely Positive
2657,online shopping alternative way buy stuffs,Neutral
2658,neighborhood grocery store people really going eat food going go,Negative
2659,scenes grocery store battle ground part sams club riverview fl,Negative
2660,scenes grocery store battle ground part walmart wimauma fl went rice beans well walmart heavy mexican area thinking thing,Negative
2661,scenes grocery store battle ground part aldi sun city center fl much,Negative
2662,scenes grocery store battle ground part walmart wimauma fl even know isle lol,Positive
2663,heard covid must buy peaches supplies still peaches food necessity survival,Neutral
2664,running two things expect grocery water system stop buying bottled water,Negative
2665,feeling like contestant supermarket,Positive
2666,scared shop online go grocery shopping,Negative
2667,cashier grocery watch panic hours go home check social media,Extremely Negative
2668,worried people really,Extremely Negative
2669,shops like going shift mandating curbside could regulate hoarding limit germ spread like personal shopping online order drive car loading,Positive
2670,marguerite alcarazen de leon life time,Neutral
2671,look bright side increasing demand premium quality food health care disinfection sweeping auto wash ultraviolet disinfection online education services,Extremely Positive
2672,ironic face possible lockdown due virus contagious close wider public scurried every thus creating perfect condensed mass humanity transmit,Extremely Positive
2673,please please buy need leave someone queue behind food family stock piling asking people pledge via please share,Extremely Positive
2674,please please ask people buy leave someone queue behind food family stock piling asking people pledge via please share duncan,Positive
2675,paraphrase c coronavirus kill need dominate,Negative
2676,get half grocery list store since bought double chocolate,Neutral
2677,saw earlier grocery hand soap pretty much cleaned thought nobody washing hands whole,Extremely Positive
2678,plenty ontario government urges calm amid pandemic panic buying,Negative
2679,michigan residents report suspected price gouging violations consumer protection act online pandemic visiting calling,Extremely Negative
2680,work grocery shelves,Neutral
2681,large retail store u buy mainly nonfood goods toys office stuff announced close doors health staff clients,Neutral
2682,woman front grocery store like plan spend two weeks social distancing developing,Positive
2683,ffs top contend idiots creating wake people keep shopping,Negative
2684,reducing spread corona virus like running success depends behavior,Extremely Positive
2685,nice long pause point donating nursing grocery store workers would probably right thing maybe try sell normal prices recoup,Positive
2686,people leave gas pump car go inside get food deserve get,Negative
2687,beware online offers jointly issued warning letters seven sellers unapproved misbranded claiming treat prevent full blog post,Negative
2688,imagine president plan americans stock food orderly weeks come,Extremely Negative
2689,security tags store stock toilet paper retail job,Positive
2690,stock toilet avoid panic says health canada,Extremely Negative
2691,coalition consumer advocates calling department education immediately relieve burden response,Negative
2692,running food oh insisted get extra got x pasta still garlic ginger paracetamol soluble version tablets loo roll,Negative
2693,news scandalous increase prices surgical masks time fighting together please restrain sellers practicing malign business,Negative
2694,raise hand lady grocery store scoffed tried belittle front people regular amount groceries,Positive
2695,kill coronavirus car without damaging surfaces consumer reports ask sunset north car wash germ buster interior steam,Negative
2696,working puzzle amazon researching plants wondering symptoms dry cough decided felt good enough staying h,Extremely Positive
2697,trying weekly online delivery carry shopping bags walk around supermarket following totally toilet roll handwash dettol products pasta paracetamol ibuprofen necessity stop,Negative
2698,stunt business make since going stock things making bank toilet water,Neutral
2699,elderly person telling struggling buy usual groceries supermarket shelves empty look long term important thing,Negative
